chart_date,chart_type,rank,title,artist,url
2000-03-04,rock,16,Flowing,311,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,17,Spiders,System Of A Down,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,18,Weapon And The Wound,Days Of The New,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,19,Sometimes I Don't Mind,The Suicide Machines,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,20,Make Me Bad,KoRn,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,21,Home,Staind,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,22,Is Anybody Home?,Our Lady Peace,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,23,Brackish,Kittie,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,24,Stop The Rock,Apollo Four Forty,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,25,The Bad Touch,The Bloodhound Gang,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,26,What If,Creed,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,27,Check Your Head,Buckcherry,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,28,Break Stuff,Limp Bizkit,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,29,Mixed Bizness,Beck,https://tunecaster.com/charts/00/rock0010.html
2000-03-04,rock,30,Maybe Someday,The Cure,https://tunecaster.com/charts/00/rock0010.html
2000-03-11,rock,1,Stand Inside Your Love,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,2,Miserable,Lit,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,3,Pardon Me,Incubus,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,4,Kryptonite,3 Doors Down,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,5,Ex-Girlfriend,No Doubt,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,6,Letting The Cables Sleep,Bush,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,7,Stiff Upper Lip,AC/DC,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,8,Sleep Now In The Fire,Rage Against The Machine,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,9,Voodoo,Godsmack,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,10,Otherside,Red Hot Chili Peppers,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,11,The Ground Beneath Her Feet,U2,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,12,The Bad Touch,The Bloodhound Gang,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,13,Flowing,311,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,14,Break Stuff,Limp Bizkit,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,15,Stacked Actors,Foo Fighters,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,16,Never Let You Go,Third Eye Blind,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,17,Spiders,System Of A Down,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,18,Home,Staind,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,19,Brackish,Kittie,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,20,Make Me Bad,KoRn,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,21,Is Anybody Home?,Our Lady Peace,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,22,Weapon And The Wound,Days Of The New,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,23,Check Your Head,Buckcherry,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,24,Run To The Water,Live,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,25,Sometimes I Don't Mind,The Suicide Machines,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,26,What If,Creed,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,27,Stop The Rock,Apollo Four Forty,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,28,Maybe Someday,The Cure,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,29,Revolution Is My Name,Pantera,https://tunecaster.com/charts/00/rock0011.html
2000-03-11,rock,30,Only God Knows Why,Kid Rock,https://tunecaster.com/charts/00/rock0011.html
2000-03-18,rock,1,Stand Inside Your Love,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,2,Kryptonite,3 Doors Down,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,3,Pardon Me,Incubus,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,4,The Bad Touch,The Bloodhound Gang,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,5,Letting The Cables Sleep,Bush,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,6,Sleep Now In The Fire,Rage Against The Machine,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,7,Stiff Upper Lip,AC/DC,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,8,Break Stuff,Limp Bizkit,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,9,Flowing,311,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,10,Ex-Girlfriend,No Doubt,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,11,Miserable,Lit,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,12,Home,Staind,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,13,Voodoo,Godsmack,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,14,Spiders,System Of A Down,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,15,Stacked Actors,Foo Fighters,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,16,Make Me Bad,KoRn,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,17,The Ground Beneath Her Feet,U2,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,18,Is Anybody Home?,Our Lady Peace,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,19,Otherside,Red Hot Chili Peppers,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,20,Revolution Is My Name,Pantera,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,21,Brackish,Kittie,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,22,(Rock) Superstar,Cypress Hill,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,23,Check Your Head,Buckcherry,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,24,Never Let You Go,Third Eye Blind,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,25,Weapon And The Wound,Days Of The New,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,26,Stop The Rock,Apollo Four Forty,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,27,What If,Creed,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,28,New Beginning,Stir,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,29,Mixed Bizness,Beck,https://tunecaster.com/charts/00/rock0012.html
2000-03-18,rock,30,My Own Life,Long Beach Dub Allstars,https://tunecaster.com/charts/00/rock0012.html
2000-03-25,rock,1,Kryptonite,3 Doors Down,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,2,The Bad Touch,The Bloodhound Gang,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,3,Stand Inside Your Love,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,4,Break Stuff,Limp Bizkit,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,5,Sleep Now In The Fire,Rage Against The Machine,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,6,Pardon Me,Incubus,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,7,Make Me Bad,KoRn,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,8,Stiff Upper Lip,AC/DC,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,9,Miserable,Lit,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,10,Letting The Cables Sleep,Bush,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,11,Flowing,311,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,12,(Rock) Superstar,Cypress Hill,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,13,Spiders,System Of A Down,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,14,Home,Staind,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,15,Revolution Is My Name,Pantera,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,16,Is Anybody Home?,Our Lady Peace,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,17,Brackish,Kittie,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,18,The Ground Beneath Her Feet,U2,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,19,Voodoo,Godsmack,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,20,Ex-Girlfriend,No Doubt,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,21,Check Your Head,Buckcherry,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,22,Otherside,Red Hot Chili Peppers,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,23,Adam's Song,Blink 182,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,24,New Beginning,Stir,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,25,The Best Things,Filter,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,26,Stacked Actors,Foo Fighters,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,27,Weapon And The Wound,Days Of The New,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,28,Never Let You Go,Third Eye Blind,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,29,Southtown,P.O.D.,https://tunecaster.com/charts/00/rock0013.html
2000-03-25,rock,30,What If,Creed,https://tunecaster.com/charts/00/rock0013.html
2000-04-01,rock,1,Break Stuff,Limp Bizkit,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,2,Kryptonite,3 Doors Down,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,3,The Bad Touch,The Bloodhound Gang,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,4,Make Me Bad,KoRn,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,5,(Rock) Superstar,Cypress Hill,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,6,Stand Inside Your Love,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,7,Sleep Now In The Fire,Rage Against The Machine,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,8,Stiff Upper Lip,AC/DC,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,9,Revolution Is My Name,Pantera,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,10,Adam's Song,Blink 182,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,11,Home,Staind,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,12,Pardon Me,Incubus,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,13,Flowing,311,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,14,Is Anybody Home?,Our Lady Peace,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,15,Spiders,System Of A Down,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,16,The Best Things,Filter,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,17,New Beginning,Stir,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,18,Otherside,Red Hot Chili Peppers,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,19,Brackish,Kittie,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,20,Miserable,Lit,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,21,Voodoo,Godsmack,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,22,With Arms Wide Open,Creed,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,23,Letting The Cables Sleep,Bush,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,24,n 2 gether now,"Limp Bizkit, Method Man",https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,25,The Ground Beneath Her Feet,U2,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,26,Southtown,P.O.D.,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,27,Ex-Girlfriend,No Doubt,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,28,Waffle,Sevendust,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,29,Crushed,Limp Bizkit,https://tunecaster.com/charts/00/rock0014.html
2000-04-01,rock,30,Weapon And The Wound,Days Of The New,https://tunecaster.com/charts/00/rock0014.html
2000-04-08,rock,1,Break Stuff,Limp Bizkit,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,2,Sleep Now In The Fire,Rage Against The Machine,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,3,(Rock) Superstar,Cypress Hill,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,4,Kryptonite,3 Doors Down,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,5,Stiff Upper Lip,AC/DC,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,6,Make Me Bad,KoRn,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,7,Revolution Is My Name,Pantera,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,8,The Bad Touch,The Bloodhound Gang,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,9,Adam's Song,Blink 182,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,10,Stand Inside Your Love,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,11,With Arms Wide Open,Creed,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,12,Home,Staind,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,13,The Best Things,Filter,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,14,Pardon Me,Incubus,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,15,Brackish,Kittie,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,16,Is Anybody Home?,Our Lady Peace,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,17,Flowing,311,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,18,n 2 gether now,"Limp Bizkit, Method Man",https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,19,New Beginning,Stir,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,20,Spiders,System Of A Down,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,21,Otherside,Red Hot Chili Peppers,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,22,Southtown,P.O.D.,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,23,Breakout,Foo Fighters,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,24,Crushed,Limp Bizkit,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,25,Miserable,Lit,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,26,Waffle,Sevendust,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,27,Letting The Cables Sleep,Bush,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,28,The Ground Beneath Her Feet,U2,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,29,Voodoo,Godsmack,https://tunecaster.com/charts/00/rock0015.html
2000-04-08,rock,30,Spaceship,Angie Aparo,https://tunecaster.com/charts/00/rock0015.html
2000-04-15,rock,1,Break Stuff,Limp Bizkit,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,2,(Rock) Superstar,Cypress Hill,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,3,Sleep Now In The Fire,Rage Against The Machine,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,4,Make Me Bad,KoRn,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,5,Stiff Upper Lip,AC/DC,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,6,Kryptonite,3 Doors Down,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,7,Adam's Song,Blink 182,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,8,The Bad Touch,The Bloodhound Gang,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,9,Revolution Is My Name,Pantera,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,10,With Arms Wide Open,Creed,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,11,The Best Things,Filter,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,12,Breakout,Foo Fighters,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,13,Home,Staind,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,14,Southtown,P.O.D.,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,15,n 2 gether now,"Limp Bizkit, Method Man",https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,16,Pardon Me,Incubus,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,17,New Beginning,Stir,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,18,Stand Inside Your Love,The Smashing Pumpkins,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,19,Crushed,Limp Bizkit,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,20,Waffle,Sevendust,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,21,Take A Look Around,Limp Bizkit,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,22,Sour Girl,Stone Temple Pilots,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,23,Flowing,311,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,24,Judith,A Perfect Circle,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,25,Brackish,Kittie,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,26,Otherside,Red Hot Chili Peppers,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,27,Is Anybody Home?,Our Lady Peace,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,28,Leader Of Men,Nickelback,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,29,The Bitch Song,Bowling For Soup,https://tunecaster.com/charts/00/rock0016.html
2000-04-15,rock,30,Miserable,Lit,https://tunecaster.com/charts/00/rock0016.html
2000-04-22,rock,1,Break Stuff,Limp Bizkit,https://tunecaster.com/charts/00/rock0017.html
2000-04-22,rock,2,(Rock) Superstar,Cypress Hill,https://tunecaster.com/charts/00/rock0017.html
2000-04-22,rock,3,Adam's Song,Blink 182,https://tunecaster.com/charts/00/rock0017.html
2000-04-22,rock,4,Kryptonite,3 Doors Down,https://tunecaster.com/charts/00/rock0017.html
2000-04-22,rock,5,Sleep Now In The Fire,Rage Against The Machine,https://tunecaster.com/charts/00/rock0017.html
2000-04-22,rock,6,Revolution Is My Name,Pantera,https://tunecaster.com/charts/00/rock0017.html
